Date,Time,Account,CallerID,Destination,Description,Seconds,Rate,Total,UniqueID
2022-09-19,20:35:19,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 819 Quebec,1031,0.0042,0.0722,2975571524
2022-09-19,20:35:15,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 873 Quebec,37,0.0042,0.0029,2975562196
2022-09-19,20:35:05,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 514 Quebec,53,0.0042,0.0038,2975562370
2022-09-19,20:35:03,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 514 Quebec,305,0.0042,0.0214,2975564677
2022-09-19,20:34:59,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 450 Quebec,66,0.0042,0.0046,2975562323
2022-09-19,20:34:57,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 819 Quebec,182,0.0042,0.013,2975563402
2022-09-19,20:34:51,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 819 Quebec,4,0.0042,0.0004,2975561545
2022-09-19,20:34:50,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Inbound DID,60,0,0,2975562025
2022-09-19,20:34:49,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Toll Free,1138,0,0,2975572145
2022-09-19,20:34:46,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 438 Quebec,28,0.0042,0.0021,2975561941
2022-09-19,20:34:35,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Inbound DID,174,0,0,2975562911
2022-09-19,20:34:33,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 438 Quebec,41,0.0042,0.0029,2975561763
2022-09-19,20:34:30,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 587 Alberta,349,0.0042,0.0248,2975564732
2022-09-19,20:34:29,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 819 Quebec,94,0.0042,0.0067,2975562249
2022-09-19,20:34:25,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Inbound DID,36,0,0,2975561530
2022-09-19,20:34:23,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 514 Quebec,34,0.0042,0.0025,2975561529
2022-09-19,20:34:19,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 514 Quebec,59,0.0042,0.0042,2975561799
2022-09-19,20:34:19,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 438 Quebec,105,0.0042,0.0076,2975562321
2022-09-19,20:34:16,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 819 Quebec,69,0.0042,0.005,2975561974
2022-09-19,20:34:13,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 819 Quebec,18,0.0042,0.0013,2975561314
2022-09-19,20:34:07,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 514 Quebec,74,0.0042,0.0055,2975561835
2022-09-19,20:34:07,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Inbound DID,101,0,0,2975562001
2022-09-19,20:34:04,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 819 Quebec,4,0.0042,0.0004,2975561243
2022-09-19,20:34:03,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Inbound Internal  EXT105201,70,0,0,2975561718
2022-09-19,20:34:01,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 873 Quebec,7,0.0042,0.0008,2975561287
2022-09-19,20:34:01,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 438 Quebec,44,0.0042,0.0034,2975561541
2022-09-19,20:33:55,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Inbound DID,82,0,0,2975561663
2022-09-19,20:33:49,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Toll Free,365,0,0,2975564434
2022-09-19,20:33:41,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 450 Quebec,10,0.0042,0.0008,2975561166
2022-09-19,20:33:40,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 514 Quebec,0,0.0042,0,2975560829
2022-09-19,20:33:32,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Inbound Internal  EXT100202,390,0,0,2975564466
2022-09-19,20:33:29,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 418 Quebec City,68,0.0042,0.005,2975561493
2022-09-19,20:33:29,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 438 Quebec,608,0.0042,0.0428,2975566595
2022-09-19,20:33:18,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 514 Quebec,7,0.0042,0.0008,2975560809
2022-09-19,20:33:17,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Inbound DID,89,0,0,2975561393
2022-09-19,20:33:12,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Inbound DID,60,0,0,2975561074
2022-09-19,20:33:11,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 819 Quebec,0,0.0042,0,2975560686
2022-09-19,20:33:09,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 819 Quebec,58,0.0042,0.0042,2975561065
2022-09-19,20:33:09,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 450 Quebec,153,0.0042,0.0109,2975562126
2022-09-19,20:33:03,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Inbound DID,121,0,0,2975561559
2022-09-19,20:33:01,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 514 Quebec,351,0.0042,0.0248,2975564052
2022-09-19,20:32:56,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 418 Quebec City,79,0.0042,0.0059,2975561242
2022-09-19,20:32:52,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Inbound DID,126,0,0,2975561505
2022-09-19,20:32:49,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Inbound DID,1,0,0,2975560298
2022-09-19,20:32:48,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Inbound DID,148,0,0,2975561659
2022-09-19,20:32:47,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 450 Quebec,37,0.0042,0.0029,2975560846
2022-09-19,20:32:38,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 514 Quebec,8,0.0042,0.0008,2975560477
2022-09-19,20:32:37,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Inbound Internal  EXT012250,21,0,0,2975560426
2022-09-19,20:32:33,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 819 Quebec,421,0.0042,0.0298,2975564515
2022-09-19,20:32:31,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Inbound DID,693,0,0,2975566770
2022-09-19,20:32:27,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 514 Quebec,61,0.0042,0.0046,2975560920
2022-09-19,20:32:25,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Inbound DID,436,0,0,2975564291
2022-09-19,20:32:25,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 514 Quebec,903,0.0042,0.0634,2975568902
2022-09-19,20:32:24,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 819 Quebec,44,0.0042,0.0034,2975560847
2022-09-19,20:32:23,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 514 Quebec,44,0.0042,0.0034,2975560776
2022-09-19,20:32:19,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Inbound DID,374,0,0,2975563593
2022-09-19,20:32:16,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 418 Quebec City,38,0.0042,0.0029,2975560461
2022-09-19,20:32:15,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 514 Quebec,37,0.0042,0.0029,2975560501
2022-09-19,20:32:13,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 514 Quebec,60,0.0042,0.0042,2975560587
2022-09-19,20:32:11,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 418 Quebec City,1653,0.0042,0.1159,2975575181
2022-09-19,20:32:07,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Inbound DID,693,0,0,2975566521
2022-09-19,20:32:04,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 514 Quebec,89,0.0042,0.0063,2975560772
2022-09-19,20:32:04,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Inbound DID,176,0,0,2975561527
2022-09-19,20:32:03,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 647 Ontario,39,0.0042,0.0029,2975560245
2022-09-19,20:32:02,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Inbound DID,480,0,0,2975564467
2022-09-19,20:32:00,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 819 Quebec,454,0.0042,0.0319,2975564348
2022-09-19,20:31:56,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 514 Quebec,3,0.0042,0.0004,2975560063
2022-09-19,20:31:55,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Inbound DID,144,0,0,2975561170
2022-09-19,20:31:46,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 581 Quebec City,39,0.0042,0.0029,2975560118
2022-09-19,20:31:45,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 819 Quebec,25,0.0042,0.0021,2975560104
2022-09-19,20:31:38,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Inbound DID,16,0,0,2975559768
2022-09-19,20:31:36,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 514 Quebec,137,0.0042,0.0097,2975561026
2022-09-19,20:31:33,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Inbound DID,18,0,0,2975559759
2022-09-19,20:31:31,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 418 Quebec City,341,0.0042,0.0239,2975562883
2022-09-19,20:31:26,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Inbound DID,100,0,0,2975560444
2022-09-19,20:31:22,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 438 Quebec,37,0.0042,0.0029,2975559959
2022-09-19,20:31:20,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 819 Quebec,56,0.0042,0.0042,2975560127
2022-09-19,20:31:16,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 514 Quebec,110,0.0042,0.008,2975560524
2022-09-19,20:31:04,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 819 Quebec,298,0.0042,0.021,2975562311
2022-09-19,20:30:53,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Inbound DID,70,0,0,2975559878
2022-09-19,20:30:53,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 438 Quebec,57,0.0042,0.0042,2975559951
2022-09-19,20:30:52,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 819 Quebec,100,0.0042,0.0071,2975560446
2022-09-19,20:30:42,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 450 Quebec,76,0.0042,0.0055,2975559933
2022-09-19,20:30:37,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 819 Quebec,110,0.0042,0.008,2975560194
2022-09-19,20:30:33,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 514 Quebec,83,0.0042,0.0059,2975559896
2022-09-19,20:30:29,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 819 Quebec,38,0.0042,0.0029,2975559385
2022-09-19,20:30:27,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 819 Quebec,55,0.0042,0.0042,2975559782
2022-09-19,20:30:26,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Inbound DID,22,0,0,2975559096
2022-09-19,20:30:22,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 819 Quebec,7,0.0042,0.0008,2975559005
2022-09-19,20:30:21,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 819 Quebec,0,0.0042,0,2975559058
2022-09-19,20:30:21,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 438 Quebec,435,0.0042,0.0307,2975563116
2022-09-19,20:30:16,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 418 Quebec City,58,0.0042,0.0042,2975559729
2022-09-19,20:30:14,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 418 Quebec City,72,0.0042,0.005,2975559579
2022-09-19,20:30:12,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 438 Quebec,439,0.0042,0.0311,2975562951
2022-09-19,20:30:12,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Inbound Internal  EXT017234,428,0,0,2975562952
2022-09-19,20:30:06,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 514 Quebec,276,0.0042,0.0193,2975561469
2022-09-19,20:30:05,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 819 Quebec,65,0.0042,0.0046,2975559446
2022-09-19,20:29:59,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 514 Quebec,87,0.0042,0.0063,2975559760
2022-09-19,20:29:58,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 819 Quebec,3,0.0042,0.0004,2975558824
2022-09-19,20:29:56,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 819 Quebec,212,0.0042,0.0151,2975560744
2022-09-19,20:29:49,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 514 Quebec,46,0.0042,0.0034,2975559311
2022-09-19,20:29:41,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 514 Quebec,221,0.0042,0.0155,2975560775
2022-09-19,20:29:38,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Inbound DID,390,0,0,2975562233
2022-09-19,20:29:33,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 450 Quebec,43,0.0042,0.0034,2975558794
2022-09-19,20:29:31,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 819 Quebec,0,0.0042,0,2975558528
2022-09-19,20:29:31,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 514 Quebec,59,0.0042,0.0042,2975559286
2022-09-19,20:29:28,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 438 Quebec,35,0.0042,0.0025,2975558736
2022-09-19,20:29:27,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 819 Quebec,102,0.0042,0.0071,2975559424
2022-09-19,20:29:27,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 514 Quebec,144,0.0042,0.0101,2975559824
2022-09-19,20:29:21,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 819 Quebec,88,0.0042,0.0063,2975559246
2022-09-19,20:29:19,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Inbound DID,6,0,0,2975558221
2022-09-19,20:29:19,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 450 Quebec,179,0.0042,0.0126,2975560041
2022-09-19,20:29:14,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Inbound DID,172,0,0,2975559914
2022-09-19,20:29:12,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 819 Quebec,43,0.0042,0.0034,2975558699
2022-09-19,20:29:12,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 819 Quebec,203,0.0042,0.0143,2975560322
2022-09-19,20:29:10,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Inbound DID,23,0,0,2975558306
2022-09-19,20:29:08,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Inbound DID,180,0,0,2975559949
2022-09-19,20:29:07,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 514 Quebec,1,0.0042,0.0004,2975558304
2022-09-19,20:29:07,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 418 Quebec City,86,0.0042,0.0063,2975559057
2022-09-19,20:29:02,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 514 Quebec,42,0.0042,0.0029,2975558806
2022-09-19,20:28:59,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 418 Quebec City,309,0.0042,0.0218,2975561302
2022-09-19,20:28:58,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 450 Quebec,242,0.0042,0.0172,2975560478
2022-09-19,20:28:54,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 418 Quebec City,118,0.0042,0.0084,2975559302
2022-09-19,20:28:47,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Inbound DID,80,0,0,2975558674
2022-09-19,20:28:47,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Inbound DID,92,0,0,2975558805
2022-09-19,20:28:44,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 418 Quebec City,12,0.0042,0.0008,2975557909
2022-09-19,20:28:39,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 418 Quebec City,0,0.0042,0,2975557729
2022-09-19,20:28:26,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 438 Quebec,345,0.0042,0.0244,2975561149
2022-09-19,20:28:20,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 418 Quebec City,12,0.0042,0.0008,2975557685
2022-09-19,20:28:13,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 514 Quebec,70,0.0042,0.005,2975558262
2022-09-19,20:28:12,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Inbound DID,218,0,0,2975559730
2022-09-19,20:28:08,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 438 Quebec,31,0.0042,0.0025,2975557731
2022-09-19,20:28:05,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 514 Quebec,113,0.0042,0.008,2975558737
2022-09-19,20:28:04,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 450 Quebec,107,0.0042,0.0076,2975558584
2022-09-19,20:28:01,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 418 Quebec City,114,0.0042,0.008,2975558679
2022-09-19,20:28:01,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 514 Quebec,334,0.0042,0.0235,2975560881
2022-09-19,20:27:36,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 819 Quebec,27,0.0042,0.0021,2975557588
2022-09-19,20:27:33,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Inbound DID,9,0,0,2975557149
2022-09-19,20:27:30,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 418 Quebec City,30,0.0042,0.0021,2975557435
2022-09-19,20:27:22,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 514 Quebec,22,0.0042,0.0017,2975557236
2022-09-19,20:27:17,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 819 Quebec,93,0.0042,0.0067,2975558117
2022-09-19,20:27:12,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 450 Quebec,95,0.0042,0.0067,2975558149
2022-09-19,20:27:07,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 418 Quebec City,189,0.0042,0.0134,2975558961
2022-09-19,20:27:03,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 418 Quebec City,59,0.0042,0.0042,2975557546
2022-09-19,20:27:02,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 581 Quebec City,610,0.0042,0.0428,2975562886
2022-09-19,20:26:54,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 514 Quebec,47,0.0042,0.0034,2975557460
2022-09-19,20:26:47,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 514 Quebec,216,0.0042,0.0151,2975559051
2022-09-19,20:26:45,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 438 Quebec,506,0.0042,0.0357,2975561738
2022-09-19,20:26:44,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 514 Quebec,34,0.0042,0.0025,2975557141
2022-09-19,20:26:44,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 514 Quebec,123,0.0042,0.0088,2975557864
2022-09-19,20:26:34,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 418 Quebec City,210,0.0042,0.0147,2975558727
2022-09-19,20:26:29,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 514 Quebec,24,0.0042,0.0017,2975556899
2022-09-19,20:26:14,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 450 Quebec,195,0.0042,0.0139,2975558380
2022-09-19,20:26:12,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 819 Quebec,0,0.0042,0,2975556576
2022-09-19,20:26:09,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 418 Quebec City,0,0.0042,0,2975556587
2022-09-19,20:26:07,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Inbound DID,77,0,0,2975556942
2022-09-19,20:26:05,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 819 Quebec,48,0.0042,0.0034,2975556715
2022-09-19,20:26:03,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 418 Quebec City,334,0.0042,0.0235,2975559645
2022-09-19,20:26:00,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 514 Quebec,141,0.0042,0.0101,2975557741
2022-09-19,20:25:59,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 418 Quebec City,0,0.0042,0,2975556407
2022-09-19,20:25:59,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 438 Quebec,80,0.0042,0.0059,2975557172
2022-09-19,20:25:55,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 514 Quebec,2,0.0042,0.0004,2975556040
2022-09-19,20:25:52,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 514 Quebec,117,0.0042,0.0084,2975557349
2022-09-19,20:25:51,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 819 Quebec,0,0.0042,0,2975555937
2022-09-19,20:25:49,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Inbound DID,2,0,0,2975555936
2022-09-19,20:25:49,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 514 Quebec,30,0.0042,0.0021,2975556340
2022-09-19,20:25:40,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 514 Quebec,441,0.0042,0.0311,2975560502
2022-09-19,20:25:37,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 438 Quebec,19,0.0042,0.0017,2975556059
2022-09-19,20:25:36,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Inbound DID,43,0,0,2975556246
2022-09-19,20:25:33,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 819 Quebec,660,0.0042,0.0462,2975562685
2022-09-19,20:25:29,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Inbound DID,175,0,0,2975557567
2022-09-19,20:25:21,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Inbound DID,123,0,0,2975556939
2022-09-19,20:25:21,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Inbound DID,319,0,0,2975559024
2022-09-19,20:25:16,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Inbound DID,104,0,0,2975556669
2022-09-19,20:25:16,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Canada - 514 Quebec,98,0.0042,0.0071,2975556719
2022-09-19,20:25:08,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Inbound DID,22,0,0,2975555685
2022-09-19,20:25:02,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4380000000,Canada - 514 Quebec,78,0.0042,0.0055,2975556341
2022-09-19,20:25:00,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 819 Quebec,396,0.0042,0.0277,2975559708
2022-09-19,20:24:54,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 514 Quebec,11,0.0042,0.0008,2975555599
2022-09-19,20:24:53,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Canada - 514 Quebec,0,0.0042,0,2975555359
2022-09-19,20:24:49,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4505550000,Inbound DID,195,0,0,2975557350
2022-09-19,20:24:45,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5140000000,Canada - 819 Quebec,259,0.0042,0.0185,2975558028
2022-09-19,20:24:40,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,8190000000,Canada - 581 Quebec City,87,0.0042,0.0063,2975556245
2022-09-19,20:24:36,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,4180000000,Canada - 514 Quebec,668,0.0042,0.047,2975562286
2022-09-19,20:24:34,10000_SUBACCOUNT,SAMMY COMTOIS <4388800000>,5145551212,Inbound Internal  EXT105270,26,0,0,2975555482
